project,views_sum,processed_views_mean
kab,1895,2.529287598944591
kab.m,4649,1.113142611314261
kbd,894,4.7225950782997765
kbd.d,410,1.9951219512195122
kbd.m,341,1.5571847507331378
kbd.m.d,1377,3.4095860566448803
kbp,1044,3.2701149425287355
kbp.m,1136,1.2024647887323943
kcg,6201,24.925173359135623
kcg.d,208,1.8076923076923077
kcg.m,4779,8.57187696170747
kcg.m.d,185,1.0432432432432432
kg,814,4.27027027027027
kg.m,273,1.9816849816849818
ki,782,4.744245524296675
ki.m,221,1.742081447963801
kj,207,8.603864734299517
kj.m,41,2.902439024390244
kk,24028,2.1852005993008157
kk.b,340,2.4235294117647057
kk.d,567,5.074074074074074
kk.m,78579,4.481769938533196
kk.m.b,1540,5.154545454545454
kk.m.d,607,1.1021416803953872
kk.m.q,142,3.056338028169014
kk.q,84,2.5238095238095237
kl,638,5.282131661442007
kl.d,241,4.850622406639004
kl.m,265,1.769811320754717
kl.m.d,86,1.1162790697674418
km,14510,38.46809097174363
km.b,141,2.1631205673758864
km.d,2281,2.0784743533537924
km.m,60929,91.23483070459059
km.m.b,263,1.8669201520912548
km.m.d,10379,2.0791020329511514
kn,15960,4.253759398496241
kn.b,35,1.457142857142857
kn.d,1968,3.1280487804878048
kn.m,119736,8.198637001403087
kn.m.b,22,1.2727272727272727
kn.m.d,15380,7.1148244473342
kn.m.q,163,2.6932515337423313
kn.m.s,7172,2.2562744004461797
kn.q,186,3.924731182795699
kn.s,2034,1.2900688298918388
ko,655522,23.41882042097748
ko.b,952,1.726890756302521
ko.d,15901,2.748820828878687
ko.m,1649887,158.49703222099453
ko.m.b,522,1.6590038314176245
ko.m.d,22472,1.9837130651477395
ko.m.n,186,1.096774193548387
ko.m.q,1590,2.4138364779874215
ko.m.s,15898,2.601333501069317
ko.m.v,282,1.1347517730496455
ko.n,697,5.78909612625538
ko.q,562,2.106761565836299
ko.s,5920,2.435472972972973
ko.v,450,2.071111111111111
koi,703,4.243243243243243
koi.m,479,1.6680584551148225
kr,128,5.015625
kr.m,26,1.6153846153846154
kr.m.q,19,1
kr.q,37,1.2162162162162162
krc,1366,3.260614934114202
krc.m,903,2.592469545957918
ks,2040,2.4098039215686273
ks.b,30,1
ks.d,194,3.051546391752577
ks.m,2922,1.108145106091718
ks.m.b,14,1
ks.m.d,200,1.13
ks.m.q,4,1
ks.q,31,1.3225806451612903
ksh,2214,2.7868112014453477
ksh.m,4372,1.1372369624885637
ku,11419,3.1781241789999126
ku.b,111,1.954954954954955
ku.d,4556,4.179543459174715
ku.m,43052,1.1763448852550404
ku.m.b,27,1.5925925925925926
ku.m.d,8107,1.8094239546071296
ku.m.q,64,1.375
ku.q,88,2.0454545454545454
kus,198,8.525252525252526
kus.m,60,1.8666666666666667
kv,1352,3.1863905325443787
kv.m,656,1.4481707317073171
kw,3195,2.6444444444444444
kw.d,153,5.091503267973856
kw.m,5036,1.0972994440031771
kw.m.d,57,1.1403508771929824
kw.m.q,12,1.8333333333333333
kw.q,42,2.5714285714285716
ky,9065,18.05019305019305
ky.b,71,3.1971830985915495
ky.d,837,2.7156511350059738
ky.m,17141,3.1914707426637885
ky.m.b,148,2.054054054054054
ky.m.d,1416,1.0466101694915255
ky.m.q,294,12.727891156462585
ky.q,102,2.6470588235294117
la,19459,3.7943882008325196
la.b,1282,2.709828393135725
la.d,1429,5.137158852344297
la.m,50983,1.161426357805543
la.m.b,49,1.2040816326530612
la.m.d,2442,1.1375921375921376
la.m.q,98,1.163265306122449
la.m.s,9976,1.1026463512429832
la.q,252,2.642857142857143
la.s,4454,2.1508756174225416
lad,1572,2.763358778625954
lad.m,1534,1.2242503259452413
lb,9354,3.1763951250801794
lb.b,38,1.263157894736842
lb.d,441,2.7369614512471654
lb.m,7888,1.5266227180527383
lb.m.b,22,1.0909090909090908
lb.m.d,600,1.0533333333333332
lb.m.q,41,1.0975609756097562
lb.q,44,2.5
lbe,682,4.609970674486804
lbe.m,290,1.7655172413793103
lez,1222,2.8330605564648117
lez.m,742,1.3962264150943395
lfn,1724,2.788863109048724
lfn.m,1303,1.27168073676132
lg,904,5.278761061946903
lg.m,636,2.3207547169811322
li,3564,2.212682379349046
li.b,132,1.9848484848484849
li.d,1848,3.3225108225108224
li.m,3598,7.778765981100611
li.m.b,56,1.1071428571428572
li.m.d,2566,1.0202650038971162
li.m.n,102,1.3725490196078431
li.m.q,80,1.025
li.m.s,415,1.0771084337349397
li.n,306,12.72549019607843
li.q,122,1.8852459016393444
li.s,275,1.3636363636363635
lij,2699,2.899221934049648
lij.m,3671,1.2854807954235903
lij.m.s,2348,1.01618398637138
lij.s,971,1.2059732234809475
lld,6696,1.5952807646356033
lld.m,12754,1.0340285400658618
lmo,6439,2.042087280633639
lmo.d,743,3.034993270524899
lmo.m,11108,1.2599927979834353
lmo.m.d,700,1.1171428571428572
ln,1454,3.1636863823933976
ln.b,18,1.1111111111111112
ln.d,185,4.686486486486486
ln.m,941,1.2826780021253985
ln.m.b,51,1.5098039215686274
ln.m.d,55,1.1818181818181819
lo,2413,2.352673021135516
lo.d,848,2.858490566037736
lo.m,8504,9.097601128880527
lo.m.d,1315,1.0608365019011408
lrc,188,6.659574468085107
lrc.m,78,2.6153846153846154
lt,77128,5.975313764132351
lt.b,467,3.6167023554603857
lt.d,2397,4.786399666249478
lt.m,134155,6.10096530133055
lt.m.b,325,1.1476923076923078
lt.m.d,4442,1.3057181449797388
lt.m.q,421,1.7790973871733966
lt.m.s,595,1.2050420168067226
lt.q,423,1.9125295508274232
lt.s,389,1.7043701799485862
ltg,710,4.3887323943661976
ltg.m,210,1.4190476190476191
lv,48931,6.772986450307576
lv.b,55,3.0727272727272728
lv.d,622,3.967845659163987
lv.m,68184,6.555555555555555
lv.m.b,44,1.2727272727272727
lv.m.d,638,1.0877742946708464
m.s,24485,5.084786604043292
m.w,71650,28.6666852756455
m.wd,310675,9.534043614709907
mad,613,4.106035889070147
mad.m,649,1.4591679506933743
mai,3872,1.7696280991735538
mai.m,15123,1.1866031871983072
mai.m.m,19,3.6315789473684212
map-bms,2498,2.7838270616493195
map-bms.m,4157,9.78277604041376
mdf,2106,3.4444444444444446
mdf.m,1171,1.1246797608881298
meta.m,192355,47.14422292116139
meta.m.m,150214,13.988216810683426
mg,6314,2.1951219512195124
mg.b,143,1.979020979020979
mg.d,2672,2.3884730538922154
mg.m,6054,1.248761149653122
mg.m.b,73,2.4794520547945207
mg.m.d,3260,1.0570552147239263
mh,221,6.538461538461538
mh.d,25,2.52
mh.m,34,2.0588235294117645
mh.m.d,20,1.8
mhr,2055,2.512408759124088
mhr.m,1912,1.463389121338912
mi,3616,12.194690265486726
mi.b,12,1.1666666666666667
mi.d,384,3.8645833333333335
mi.m,2263,1.209456473707468
mi.m.b,15,1.6666666666666667
mi.m.d,174,1.0919540229885059
min,3455,2.96931982633864
min.d,208,3.144230769230769
min.m,19984,1.1635308246597278
min.m.d,375,1.4213333333333333
mk,24635,2.9404099857925714
mk.b,263,1.570342205323194
mk.d,297,4.892255892255892
mk.m,47785,5.862697499215235
mk.m.b,544,1.1213235294117647
mk.m.d,313,1.121405750798722
mk.m.m,42,2.0952380952380953
mk.m.s,2745,1.1224043715846994
mk.s,411,2.2311435523114356
ml,24937,3.2595340257448773
ml.b,141,1.9361702127659575
ml.d,2508,2.216108452950558
ml.m,229069,12.75485988937831
ml.m.b,199,1.3919597989949748
ml.m.d,8315,2.5047504509921827
ml.m.q,1287,8.087801087801088
ml.m.s,14411,2.5041287905072513
ml.q,334,1.874251497005988
ml.s,2349,1.4137931034482758
mn,13720,2.7033527696793005
mn.b,32,1.5625
mn.d,717,2.414225941422594
mn.m,35641,3.0607165904435902
mn.m.b,16,1.375
mn.m.d,1477,1.3236289776574137
mni,1786,2.2318029115341544
mni.d,119,3.100840336134454
mni.m,3461,1.251950303380526
mni.m.d,43,1.0465116279069768
mnw,1266,2.6382306477093205
mnw.d,2539,1.482867270578968
mnw.m,2926,1.2030075187969924
mnw.m.d,6405,1.0115534738485559
mr,30542,11.937790583458844
mr.b,76,2.1842105263157894
mr.d,563,3.039076376554174
mr.m,333715,353.3372518466356
mr.m.b,276,8.659420289855072
mr.m.d,1230,1.4146341463414633
mr.m.q,262,5.030534351145038
mr.m.s,22986,69.55398938484295
mr.q,98,1.6326530612244898
mr.s,2851,2.440196422307962
mrj,1354,3.1698670605613
mrj.m,651,1.325652841781874
ms,133052,9.141613805128822
ms.b,432,1.5972222222222223
ms.d,2543,4.680692095949666
ms.m,481052,23.430423322218804
ms.m.b,703,1.2759601706970127
ms.m.d,5733,5.855049712192569
ms.m.s,570,1.280701754385965
ms.s,423,1.591016548463357
mt,3154,2.4831959416613825
mt.d,234,4.769230769230769
mt.m,5266,1.106722369920243
mt.m.d,186,1.096774193548387
mus,187,8.176470588235293
mus.m,43,2.2093023255813953
mwl,1452,2.8236914600550964
mwl.m,1034,1.1779497098646035
mx.m,143,2.664335664335664
mx.m.m,64,2.40625
my,16754,4.087143368747761
my.b,48,1
my.d,1381,2.5409123823316437
my.m,89594,3.831551219947764
my.m.b,41,1.0975609756097562
my.m.d,15677,1.3947183772405434
my.m.s,163,1.2576687116564418
my.s,135,1.9185185185185185
myv,1619,2.720815318097591
myv.m,768,1.546875
mzn,3966,2.1502773575390823
mzn.m,6983,2.2822569096376917
na,270,2.8074074074074074
na.b,44,1.5
na.d,498,6.763052208835341
na.m,45,1.0444444444444445
na.m.b,27,1.5185185185185186
na.m.d,70,1.2857142857142858
na.m.q,15,1.5333333333333334
na.q,17,1.1176470588235294
nah,1219,3.0032813781788352
nah.b,5,1
nah.d,284,4.091549295774648
nah.m,1286,1.1493001555209954
nah.m.b,9,1.4444444444444444
nah.m.d,224,1.0982142857142858
nap,2337,2.7637997432605905
nap.m,2382,1.3182199832073886
nap.m.s,1484,1.3611859838274933
nap.s,819,1.3565323565323566
nds,23152,1.4980131306150657
nds-nl,2854,2.3314646110721795
nds-nl.m,2434,1.3829087921117502
nds.b,47,2.0638297872340425
nds.d,2123,1.7856806406029204
nds.m,5311,1.1879118810016946
nds.m.b,16,1.25
nds.m.d,3161,1.01202151217969
nds.m.q,16,1.125
nds.q,43,2.5813953488372094
ne,13244,2.671851404409544
ne.b,195,2.4256410256410255
ne.d,386,3.5958549222797926
ne.m,44085,2.263468299875241
ne.m.b,546,5.058608058608058
ne.m.d,722,1.9861495844875345
new,4592,5.269163763066202
new.m,10672,1.6920914542728636
ng,226,3.6371681415929205
ng.m,83,2.8072289156626504
ng.m.m,16,3.25
nia,1128,2.9893617021276597
nia.d,315,3.6285714285714286
nia.m,848,1.275943396226415
nia.m.d,356,2.460674157303371
nl,1092020,119.33849196901156
nl.b,2403,1.9471493965875988
nl.d,39444,48.070226143393164
nl.m,2709280,115.42299356286541
nl.m.b,2335,2.5734475374732333
nl.m.d,29037,2.2862210283431486
nl.m.m,1399,3.7548248749106503
nl.m.n,469,1.7078891257995736
nl.m.q,469,2.0575692963752665
nl.m.s,6026,1.282442748091603
nl.m.voy,1306,1.7886676875957122
nl.n,942,6.823779193205945
nl.q,654,2.324159021406728
nl.s,2755,1.544464609800363
nl.voy,1333,2.143285821455364
nn,20361,3.214134865674574
nn.d,446,4.358744394618834
nn.m,68996,1.241463273233231
nn.m.d,293,1.0409556313993173
nn.m.q,237,1.2531645569620253
nn.q,658,1.3495440729483283
no,196670,16.529963898916968
no.b,262,2.0229007633587788
no.d,2233,4.057769816390506
no.m,590395,60.72417110578511
no.m.b,234,1.452991452991453
no.m.d,4273,1.2017318043529137
no.m.m,89,1.0449438202247192
no.m.n,112,1.3928571428571428
no.m.q,320,1.725
no.m.s,3763,1.0398618123837364
no.n,392,10.158163265306122
no.q,287,2.226480836236934
no.s,3004,1.7250332889480693
nostalgia,573,1.9389179755671901
nov,1345,2.8765799256505575
nov.m,1882,1.1721572794899044
nqo,501,4.724550898203593
nqo.m,536,1.5746268656716418
nrm,1668,2.431654676258993
nrm.m,1293,1.3418406805877803
nso,2517,2.6273341279300757
nso.m,3290,5.159270516717325
nv,1967,2.7142857142857144
nv.m,1314,1.2846270928462709
ny,946,3.788583509513742
ny.m,361,2.2132963988919667
nyc.m,296,6.9391891891891895
nyc.m.m,53,4.2075471698113205
nz.m,29,2.310344827586207
nz.m.m,9,1.2222222222222223
oc,11387,6.26161412136647
oc.b,69,2.681159420289855
oc.d,1209,4.29859387923904
oc.m,6417,1.1524076671341748
oc.m.b,63,1.1587301587301588
oc.m.d,1990,1.0412060301507537
olo,1523,2.960604070912672
olo.m,646,1.4024767801857585
om,1072,3.8917910447761193
om.d,475,2.945263157894737
om.m,2661,4.2499060503570085
om.m.d,523,1.0382409177820269
or,6053,1.7910127209648108
or.d,391,5.6445012787723785
or.m,20616,1.5926464881645324
or.m.d,741,1.6558704453441295
or.m.s,4306,2.121690664189503
or.s,800,1.1825
os,3489,2.366580682143881
os.m,1796,1.3318485523385302
outreach.m,3972,4.177240684793555
outreach.m.m,3658,1.11864406779661
pa,11784,2.7331975560081467
pa.b,220,1.490909090909091
pa.d,275,5.923636363636364
pa.m,42604,1.6133226927049102
pa.m.b,395,1.0911392405063292
pa.m.d,278,1.669064748201439
pa.m.s,7139,1.0728393332399495
pa.s,1368,1.2763157894736843
pag,1358,2.8630338733431517
pag.m,1113,1.2875112309074572
pam,3744,5.432158119658119
pam.m,10581,1.127398166524903
pap,2194,3.2643573381950777
pap.m,1622,2.156596794081381
pcd,1371,3.12107950401167
pcd.m,1832,1.361353711790393
pcm,704,3.34375
pcm.m,1252,1.170926517571885
pdc,1197,4.12781954887218
pdc.m,600,1.6766666666666667
pfl,5286,2.238743851683693
pfl.m,436,1.2293577981651376
pi,853,4.284876905041032
pi.d,17,2.176470588235294
pi.m,2425,1.1665979381443299
pi.m.d,17,2.2941176470588234
pih,1050,4.563809523809524
pih.m,986,1.4401622718052738
pl,2011028,103.34457998595742
pl.b,2573,2.5950252623396812
pl.d,44550,6.509809203142536
pl.m,4274846,214.90432637807302
pl.m.b,3127,11.076111288775184
pl.m.d,66035,5.549314757325661
pl.m.m,1039,1.0712223291626564
pl.m.n,1503,1.2754491017964071
pl.m.q,10534,5.543193468767799
pl.m.s,130407,1.093093162176877
pl.m.voy,3011,1.5220856858186649
pl.n,4449,6.934816812766914
pl.q,8029,2.984306887532694
pl.s,13713,2.0552030919565376
pl.voy,1972,1.8377281947261663
pms,75468,1.0704404515821275
pms.m,3415,1.1288433382137628
pms.m.s,673,1.0326894502228827
pms.s,796,1.4246231155778895
pnb,72838,11.36879101567863
pnb.d,291,2.5463917525773194
pnb.m,43151,1.0803225881207852
pnb.m.d,297,1.2760942760942762
pnt,1283,3.283710054559626
pnt.m,769,1.3615084525357608
ps,4750,2.096421052631579
ps.b,60,1.2
ps.d,296,3.8513513513513513
ps.m,10778,1.3995175357209129
ps.m.b,24,1.25
ps.m.d,738,2.289972899728997
ps.m.voy,135,1.9925925925925927
ps.voy,609,2.6683087027914616
pt,2118150,170.44688053254018
pt.b,4766,2.5446915652538817
pt.d,6977,4.163537336964311
pt.m,5132197,430.89236110772833
pt.m.b,6817,1.9772627255390935
pt.m.d,13615,4.06294528094014
pt.m.m,45,1.3111111111111111
pt.m.n,1518,2.0303030303030303
pt.m.q,2629,2.01179155572461
pt.m.s,25167,1.212023681805539
pt.m.v,4535,5.9045203969129
pt.m.voy,1671,2.601436265709156
pt.n,3000,14.035333333333334
pt.q,1927,2.518422418266736
pt.s,5420,1.603690036900369
pt.v,2789,30.307995697382573
pt.voy,1282,1.9750390015600625
pwn,282,6.411347517730497
pwn.m,116,2.0689655172413794
qu,5255,1.7056137012369172
qu.b,25,1.8
qu.d,170,5.305882352941176
qu.m,2182,1.1714023831347389
qu.m.b,49,1.0408163265306123
qu.m.d,74,1.135135135135135
qu.m.q,12,1.1666666666666667
qu.q,46,2.5652173913043477
rm,4321,1.6618838231890767
rm.b,12,1.6666666666666667
rm.d,36,2.9444444444444446
rm.m,590,2.7084745762711866
rm.m.b,5,2.2
rm.m.d,11,2.8181818181818183
rmy,6593,579.7844683755499
rmy.m,292,1.547945205479452
rn,562,6.224199288256227
rn.d,13,1.3076923076923077
rn.m,218,1.6238532110091743
rn.m.d,9,1.8888888888888888
ro,217938,8.078141489781498
ro.b,642,1.5109034267912773
ro.d,4239,7.77659825430526
ro.m,789433,27.30452996011061
ro.m.b,538,2.137546468401487
ro.m.d,9764,3
ro.m.n,117,1.2564102564102564
ro.m.q,394,3.4111675126903553
ro.m.s,5228,3.6499617444529457
ro.m.voy,963,4.3125649013499485
ro.n,382,9.837696335078535
ro.q,267,2.161048689138577
ro.s,2630,1.3741444866920152
ro.voy,895,6.65586592178771
roa-rup,771,3.8430609597924774
roa-rup.d,153,5.222222222222222
roa-rup.m,445,2.635955056179775
roa-rup.m.d,47,1.127659574468085
roa-tara,1821,2.598023064250412
roa-tara.m,1298,1.453004622496148
rs.m,224,2.5535714285714284
rs.m.m,214,1.6261682242990654
ru,7413282,242.41285492714294
ru.b,6978,3.946976210948696
ru.d,156545,6.04947459197036
ru.m,17980898,253.1903055119939
ru.m.b,6088,5.181340341655716
ru.m.d,671308,26.701517038378807
ru.m.m,1359,1.1751287711552612
ru.m.n,41723,18.945114205594038
ru.m.q,27355,9.139791628587096
ru.m.s,162717,2.4266118475635614
ru.m.v,1465,4.077133105802048
ru.m.voy,6682,2.2358575276863215
ru.n,37576,6.501809665744092
ru.q,13470,2.3198218262806236
ru.s,31276,2.4903440337639084
ru.v,1220,2.2852459016393443
ru.voy,5218,4.333077807589115
rue,15338,1.3583257269526665
rue.m,9261,1.2729726811359465
rw,3075,3.2452032520325202
rw.d,216,5.472222222222222
rw.m,6267,2.302696665071007
rw.m.d,58,1.1724137931034482
sa,4672,3.0107020547945207
sa.b,191,1.8272251308900525
sa.d,1352,2.0162721893491122
sa.m,21732,2.6176145775814468
sa.m.b,684,5.517543859649122
sa.m.d,5115,3.241642228739003
sa.m.q,674,4.086053412462908
sa.m.s,23996,2.621853642273712
sa.q,415,1.655421686746988
sa.s,4292,6.603448275862069
sah,3820,2.2895287958115182
sah.m,2710,1.5424354243542435
sah.m.q,79,1.2531645569620253
sah.m.s,530,1.6037735849056605
sah.q,80,1.7
sah.s,384,1.5833333333333333
sat,3419,2.0605440187189235
sat.m,6039,1.287464812054976
sc,2872,2.652506963788301
sc.d,70,3.2285714285714286
sc.m,1278,1.65414710485133
sc.m.d,40,1.05
scn,4425,1.936497175141243
scn.d,645,3.9953488372093022
scn.m,5879,1.229971083517605
scn.m.d,4172,1.3202301054650047
sco,13589,2.1313562440208993
sco.m,47334,1.3060801960535766
sd,7062,1.9280657037666384
sd.d,230,5.452173913043478
sd.m,14081,1.1518358071159718
sd.m.d,145,1.110344827586207
sd.m.n,61,1.1967213114754098
sd.n,227,4.136563876651983
se,12028,1.3084469571000998
se.b,46,3.260869565217391
se.m,3156,1.3878326996197718
se.m.b,21,1.5714285714285714
se.m.m,3032,1.1391820580474934
sg,648,5.561728395061729
sg.d,2082,3.07492795389049
sg.m,160,1.9375
sg.m.d,2442,1.0442260442260443
sh,50068,2.7748262363186065
sh.d,2321,2.910383455407152
sh.m,111799,4.796939149724058
sh.m.d,4712,1.201188455008489
shi,906,3.355408388520971
shi.m,508,1.7086614173228347
shn,4145,1.7879372738238841
shn.b,505,1.2891089108910891
shn.d,1659,1.5654008438818565
shn.m,10972,1.054320087495443
shn.m.b,1454,1.045392022008253
shn.m.d,3496,1.009725400457666
shn.m.voy,616,1.094155844155844
shn.voy,392,5.591836734693878
shy.d,164,1.8780487804878048
shy.m.d,91,1.021978021978022
si,15326,4.853843142372439
si.b,889,1.2564679415073117
si.d,688,2.363372093023256
si.m,74490,3.8389314001879447
si.m.b,1866,1.4180064308681672
si.m.d,7569,1.1165279429250892
simple,355431,1243.791219674142
simple.b,13418,165.58115963630942
simple.d,4910,2.4639511201629327
simple.m,401932,21.795343490938766
simple.m.b,2077,1.1771786230139625
simple.m.d,13450,1.2907063197026023
simple.m.q,2686,1.1102010424422935
simple.q,1283,1.372564302416212
sk,120217,13.00505752098289
sk.b,327,2.4250764525993884
sk.d,1256,3.9713375796178343
sk.m,234834,36.50295953737534
sk.m.b,589,6.202037351443124
sk.m.d,1972,1.105476673427992
sk.m.q,1380,15.479710144927536
sk.m.s,1110,1.2216216216216216
sk.q,1082,3.567467652495379
sk.s,294,1.6462585034013606
skr,6109,1.2989032574889507
skr.d,733,1.859481582537517
skr.m,542,1.5166051660516606
skr.m.d,1160,1.1051724137931034
sl,70277,3.5737012109224926
sl.b,164,3.2560975609756095
sl.d,795,4.952201257861635
sl.m,187924,2.946840212000596
sl.m.b,109,1.165137614678899
sl.m.d,1233,4.038118410381184
sl.m.q,633,1.9036334913112165
sl.m.s,14752,1.0329446854663775
sl.m.v,143,1.2377622377622377
sl.q,438,1.7442922374429224
sl.s,1930,1.3139896373056994
sl.v,203,2.1330049261083746
sm,927,3.802588996763754
sm.d,301,4.681063122923588
sm.m,388,1.5360824742268042
sm.m.d,246,1.048780487804878
smn,8747,1.310506459357494
smn.m,2280,1.5719298245614035
sn,2748,2.3347889374090247
sn.d,83,3.216867469879518
sn.m,5268,1.2718299164768414
sn.m.d,29,3.689655172413793
so,4935,12.181762917933131
so.d,597,4.0954773869346734
so.m,19032,107.84762505254308
so.m.d,137,1.072992700729927
species.m,40965,9.064347613816674
species.m.m,76496,2.728351809244928
sq,24404,2.267333224061629
sq.b,511,2.0176125244618395
sq.d,716,3.695530726256983
sq.m,86062,3.146940577723037
sq.m.b,791,1.7357774968394437
sq.m.d,1326,1.1749622926093515
sq.m.n,526,1.0342205323193916
sq.m.q,407,2.4692874692874693
sq.n,300,10.44
sq.q,176,1.5795454545454546
sr,135046,3.4168357448573077
sr.b,417,1.9544364508393286
sr.d,6928,2.4255196304849886
sr.m,525067,22.177613523607462
sr.m.b,381,1.4304461942257218
sr.m.d,101173,1.9374437844088839
sr.m.n,1769,1.0520067834934992
sr.m.q,819,1.3711843711843712
sr.m.s,25976,1.534724360948568
sr.n,1219,3.3314191960623463
sr.q,1019,1.547595682041217
sr.s,2655,1.2531073446327683
srn,515,4.941747572815534
srn.m,653,4.225114854517611
ss,571,5.658493870402802
ss.d,289,4.231833910034602
ss.m,275,3.2981818181818183
ss.m.d,51,2.2941176470588234
st,571,6.005253940455342
st.d,202,6.237623762376238
st.m,520,15.942307692307692
st.m.d,146,3.0821917808219177
stq,1247,3.5148356054530874
stq.m,400,1.97
strategy.m,8787,35.40104700125185
strategy.m.m,23808,107.89818548387096
su,6126,2.0133855697029057
su.b,68,3.2058823529411766
su.d,316,7.341772151898734
su.m,17220,3.3225319396051103
su.m.b,19,1.105263157894737
su.m.d,211,1.1421800947867298
su.m.q,716,1.723463687150838
su.m.s,978,2.3844580777096116
su.q,104,1.5961538461538463
su.s,572,1.2272727272727273
sv,447075,44.883182911144665
sv.b,845,1.944378698224852
sv.d,11307,3.2131423012293268
sv.m,1686097,290.9541995507969
sv.m.b,577,2.02946273830156
sv.m.d,23356,1.741222812125364
sv.m.n,194,1.1443298969072164
sv.m.q,903,1.434108527131783
sv.m.s,7257,1.1598456662532728
sv.m.v,121,2.520661157024793
sv.m.voy,1061,1.5655042412818096
sv.n,1158,5.265975820379966
sv.q,530,2.120754716981132
sv.s,4124,1.5838991270611058
sv.v,275,4.796363636363636
sv.voy,883,4.873159682899208
sw,14597,2.164211824347469
sw.b,52,2
sw.d,664,3.8463855421686746
sw.m,84398,6.599895732126353
sw.m.b,32,1.375
sw.m.d,2164,2.032347504621072
szl,3488,2.555045871559633
szl.m,2823,1.289762663832802
szy,870,4.195402298850575
szy.m,539,1.2523191094619666
ta,51573,2.5582960076008763
ta.b,312,2.3846153846153846
ta.d,5489,3.7702678083439607
ta.m,338424,5.914633713920998
ta.m.b,708,2.209039548022599
ta.m.d,24058,3.2317732147310667
ta.m.n,1066,1.151969981238274
ta.m.q,964,6.5850622406639
ta.m.s,97650,4.515391705069124
ta.n,1016,6.326771653543307
ta.q,348,2.189655172413793
ta.s,6223,2.4587819379720393
tay,558,3.759856630824373
tay.m,228,1.736842105263158
tcy,1741,2.8897185525560025
tcy.m,4082,1.4914257716805488
te,28537,13.400112135122823
te.b,147,2.0340136054421767
te.d,2961,2.194866599121918
te.m,211499,9.52258403113017
te.m.b,550,2.458181818181818
te.m.d,12346,1.74582860845618
te.m.q,376,1.7074468085106382
te.m.s,41088,2.1764018691588785
te.q,259,2.5212355212355213
te.s,3726,1.6666666666666667
ten,16577,610.8010496471014
ten.m,62,1.2903225806451613
test,745,6.74496644295302
test.m,189,3.8465608465608465
test2,6045,151.5763440860215
test2.m,13653,257.05478649381087
tet,987,3.7558257345491386
tet.m,765,2.354248366013072
tg,11482,1.8212854903326947
tg.b,340,1.2941176470588236
tg.d,1683,1.0903149138443256
tg.m,40011,1.175551723276099
tg.m.b,144,3.9027777777777777
tg.m.d,4700,1.0127659574468084
th,432270,12.787072894255905
th.b,2010,2.575124378109453
th.d,7631,2.5691259336915215
th.m,1407612,39.36202589918245
th.m.b,5404,10.6039970392302
th.m.d,21376,11.012724550898204
th.m.n,77,1.155844155844156
th.m.q,819,1.7252747252747254
th.m.s,13987,4.367698577250303
th.n,192,4.40625
th.q,456,1.6403508771929824
th.s,3673,1.9692349578001633
thankyou,56122,1806.3315633797797
thankyou.m,679,39.79528718703976
ti,560,5.010714285714286
ti.d,173,5.786127167630058
ti.m,267,1.9213483146067416
ti.m.d,43,1.3255813953488371
tk,3016,2.4748010610079576
tk.b,42,1.7619047619047619
tk.d,139,2.2661870503597124
tk.m,7325,3.4207508532423208
tk.m.b,28,1.5
tk.m.d,117,1.1025641025641026
tk.m.q,19,1.2105263157894737
tk.q,57,1.912280701754386
tl,42143,10.71245521201623
tl.b,408,1.4901960784313726
tl.d,749,3.2803738317757007
tl.m,302542,139.53595864375856
tl.m.b,1292,3.4210526315789473
tl.m.d,1784,3.087443946188341
tl.m.q,135,1.548148148148148
tl.q,127,1.4566929133858268
tly,1876,2.6695095948827294
tly.m,576,1.5347222222222223
tn,1203,8.373233582709892
tn.d,130,4.153846153846154
tn.m,1486,6.288021534320323
tn.m.d,32,1.3125
to,948,5.529535864978903
to.d,52,2.8461538461538463
to.m,340,1.8352941176470587
to.m.d,5,1.8
tpi,1058,3.8827977315689983
tpi.d,197,4.624365482233503
tpi.m,1546,1.203104786545925
tpi.m.d,60,1.3
tr,883239,45.09015453348414
tr.b,1473,1.792939579090292
tr.d,6276,2.8773103887826643
tr.m,3193395,261.85088315100387
tr.m.b,1971,2.0705225773718925
tr.m.d,14348,5.774881516587678
tr.m.m,195,1.4205128205128206
tr.m.n,397,1.0957178841309825
tr.m.q,9878,9.042316258351892
tr.m.s,20470,2.7961895456766
tr.m.voy,638,1.2852664576802508
tr.n,560,4.785714285714286
tr.q,3447,2.411662315056571
tr.s,3595,1.8139082058414464
tr.voy,561,6.607843137254902
trv,500,4.852
trv.m,144,1.5
ts,871,4.230769230769231
ts.d,203,5.206896551724138
ts.m,1293,10.51894818252127
ts.m.d,35,1.2285714285714286
tt,12768,2.0839598997493733
tt.b,356,3.8202247191011236
tt.d,600,5.523333333333333
tt.m,6637,1.486364321229471
tt.m.b,278,3.035971223021583
tt.m.d,143,1.097902097902098
tt.m.q,140,1.1285714285714286
tt.q,42,2.380952380952381
tum,3057,1.9630356558717696
tum.m,4787,1.0722790891999165
tw,1202,4.722129783693844
tw.d,21,1.0952380952380953
tw.m,376,1.6170212765957446
tw.m.d,2,1
ty,662,3.921450151057402
ty.m,209,1.6889952153110048
tyv,869,3.4971231300345225
tyv.m,310,1.264516129032258
ua.m,371,2.7358490566037736
ua.m.m,2422,38.827415359207265
