project,views,processed_views
kcg,6201,121.7869269823471
kcg.d,208,6.604666021113389
kcg.m,4779,24.52340191740088
kcg.m.d,185,1.391304347826087
kg,814,7.160760516979981
kg.m,273,1.987271698209198
ki,782,8.45933793850846
ki.m,221,2.803206168831169
kj,207,50.63958333333333
kj.m,41,6.066666666666666
kk,24028,2.5039706209254553
kk.b,340,4.341894771658199
kk.d,567,13.48826084494916
kk.m,78579,5.8978653318719125
kk.m.b,1540,8.069127578986327
kk.m.d,607,1.194500041152518
kk.m.q,142,5.97427536231884
kk.q,84,4.365646258503402
kl,638,10.582031819504406
kl.d,241,14.733333333333334
kl.m,265,2.176074735449735
kl.m.d,86,1.1300000000000001
km,14510,32.77073851711639
km.b,141,2.731884057971014
km.d,2281,2.8366461072819007
km.m,60929,208.61336015521704
km.m.b,263,2.1958827404479577
km.m.d,10379,3.4793199140253375
kn,15960,7.988414842600694
kn.b,35,2.0
kn.d,1968,6.73646124821057
kn.m,119736,13.316410501488148
kn.m.b,22,1.6428571428571428
kn.m.d,15380,9.400702350772258
kn.m.q,163,3.8024276377217556
kn.m.s,7172,4.563516374733873
kn.q,186,8.54472049689441
kn.s,2034,2.000791137398919
ko,655522,29.597541636741465
ko.b,952,2.182391550581475
ko.d,15901,3.2972819437320804
ko.m,1649887,280.2219012856728
ko.m.b,522,2.0360737110663076
ko.m.d,22472,2.5483687554301704
ko.m.n,186,1.3194805194805195
ko.m.q,1590,8.090001753671178
ko.m.s,15898,5.583432118806445
ko.m.v,282,1.2078062716531526
ko.n,697,21.00565279244884
ko.q,562,3.0752362703254477
ko.s,5920,3.4145667342191617
ko.v,450,2.7498631824579784
koi,703,6.78615072295603
koi.m,479,2.102962256891388
kr,128,17.648550724637683
kr.m,26,2.3461538461538463
kr.m.q,19,1.0
kr.q,37,1.5
krc,1366,4.630144177040104
krc.m,903,3.327369721314266
ks,2040,3.4190826004723673
ks.b,30,1.0
ks.d,194,8.26509722161896
ks.m,2922,1.342828262442149
ks.m.b,14,1.0
ks.m.d,200,1.2627450980392156
ks.m.q,4,1.0
ks.q,31,1.5
ksh,2214,4.2836917514904576
ksh.m,4372,1.4882028113261778
ku,11419,4.659692114113894
ku.b,111,2.3272727272727276
ku.d,4556,5.818466222353603
ku.m,43052,1.9661670380374203
ku.m.b,27,1.7384615384615385
ku.m.d,8107,2.15543342760941
ku.m.q,64,1.4125
ku.q,88,2.496969696969697
kus,198,42.23106060606061
kus.m,60,2.5
kv,1352,4.372628160712672
kv.m,656,1.8255402832324599
kw,3195,3.729655028829303
kw.d,153,16.063492063492063
kw.m,5036,1.322927472470933
kw.m.d,57,1.34375
kw.m.q,12,3.0
kw.q,42,4.839285714285714
ky,9065,22.8992102444778
ky.b,71,8.556818181818182
ky.d,837,7.090330673782225
ky.m,17141,3.765627500314752
ky.m.b,148,3.1445105820105823
ky.m.d,1416,1.084252669069348
ky.m.q,294,74.55072463768116
ky.q,102,6.58768115942029
la,19459,4.8324308987494655
la.b,1282,4.524711389492897
la.d,1429,12.374329911225571
la.m,50983,2.034522719932893
la.m.b,49,1.368421052631579
la.m.d,2442,1.5306594173587
la.m.q,98,1.2571428571428571
la.m.s,9976,1.5563523119166367
la.q,252,3.4583174072304503
la.s,4454,2.8854503029100362
lad,1572,3.6000533496989613
lad.m,1534,1.3251072334540657
lb,9354,3.61272352303736
lb.b,38,1.631578947368421
lb.d,441,4.7397042057887235
lb.m,7888,2.032396018027245
lb.m.b,22,1.0909090909090908
lb.m.d,600,1.1080193148978477
lb.m.q,41,1.125
lb.q,44,4.305555555555555
lbe,682,7.51783463564176
lbe.m,290,2.1496086962199494
lez,1222,3.7915317517099756
lez.m,742,1.5466720653665442
lfn,1724,3.7330103920236253
lfn.m,1303,1.3499141645998152
lg,904,8.898987517433948
lg.m,636,3.484067752352088
li,3564,2.651238300325589
li.b,132,3.732458121588557
li.d,1848,6.23938850819622
li.m,3598,11.187163509872118
li.m.b,56,1.411764705882353
li.m.d,2566,1.0431208187223469
li.m.n,102,2.35
li.m.q,80,1.075
li.m.s,415,1.3748548199767712
li.n,306,106.70703209833644
li.q,122,2.675482093663912
li.s,275,3.314330334832584
lij,2699,3.7320488823518296
lij.m,3671,1.344353694510214
lij.m.s,2348,1.0643890676528625
lij.s,971,2.844580347712451
lld,6696,1.9216853612309626
lld.m,12754,1.1253229760350205
lmo,6439,2.3050945853938725
lmo.d,743,5.258108694467252
lmo.m,11108,1.3602222803936173
lmo.m.d,700,1.1427253945543305
ln,1454,4.259614181927275
ln.b,18,1.3333333333333333
ln.d,185,12.556521739130435
ln.m,941,1.3774292865175293
ln.m.b,51,2.7564102564102564
ln.m.d,55,1.3888888888888888
lo,2413,3.411434554135564
lo.d,848,8.378240181671329
lo.m,8504,49.698877147755084
lo.m.d,1315,1.1037259864874052
lrc,188,28.547101449275363
lrc.m,78,7.654166666666667
lt,77128,7.136314981672199
lt.b,467,7.051501380344428
lt.d,2397,8.224834874028044
lt.m,134155,7.113971515359026
lt.m.b,325,1.2427062401200333
lt.m.d,4442,1.4156823710856434
lt.m.q,421,2.426239569609135
lt.m.s,595,1.5280421599827072
lt.q,423,2.5620076023720526
lt.s,389,2.609077136986344
ltg,710,7.7365364344021605
ltg.m,210,1.619751082251082
lv,48931,9.690154079829998
lv.b,55,4.355263157894737
lv.d,622,7.9841086320844985
lv.m,68184,8.278767589700143
lv.m.b,44,1.6397058823529411
lv.m.d,638,1.158341224292227
m.s,24485,14.24434109648783
m.w,71650,70.25555602907374
m.wd,310675,12.586335221767373
mad,613,6.4664736792406226
mad.m,649,1.7193878303903818
mai,3872,2.2827982560202464
mai.m,15123,1.5885928023226974
mai.m.m,19,9.857142857142858
map-bms,2498,3.666760845835371
map-bms.m,4157,17.3209262710938
mdf,2106,4.389566967685917
mdf.m,1171,1.176620507152111
meta.m,192355,68.11641703743705
meta.m.m,150214,23.966206972062672
mg,6314,2.455777377706095
mg.b,143,2.3681277056277055
mg.d,2672,3.439706193515855
mg.m,6054,1.3952565102717622
mg.m.b,73,2.899122807017544
mg.m.d,3260,1.1248743355856279
mh,221,19.1030303030303
mh.d,25,4.545454545454546
mh.m,34,3.1315789473684212
mh.m.d,20,1.95
mhr,2055,3.249151648558813
mhr.m,1912,1.8937347701970553
mi,3616,23.917660479706228
mi.b,12,1.1875
mi.d,384,6.658940995872814
mi.m,2263,1.6738606889807064
mi.m.b,15,2.4
mi.m.d,174,1.1006493506493507
min,3455,3.8428745125248125
min.d,208,6.513225600157418
min.m,19984,1.807253226531422
min.m.d,375,1.8628197722772504
mk,24635,3.5910229999760457
mk.b,263,2.445132718159034
mk.d,297,14.746973799147712
mk.m,47785,7.156150418972169
mk.m.b,544,1.3052368849429425
mk.m.d,313,1.2671297343145915
mk.m.m,42,3.9
mk.m.s,2745,1.9737508200728504
mk.s,411,2.9839225991399907
ml,24937,4.146220577757854
ml.b,141,3.2555900621118012
ml.d,2508,4.320768149879711
ml.m,229069,21.81975866888712
ml.m.b,199,1.6568581780538303
ml.m.d,8315,3.088309402668338
ml.m.q,1287,13.96140140021075
ml.m.s,14411,6.390049576919085
ml.q,334,2.1083930644369464
ml.s,2349,1.9963586053561153
mn,13720,3.101413544136291
mn.b,32,2.1875
mn.d,717,3.3241671688829313
mn.m,35641,4.685267281449773
mn.m.b,16,1.6818181818181819
mn.m.d,1477,1.43739600323
mni,1786,3.7903260360409603
mni.d,119,6.029710144927536
mni.m,3461,2.9582979088188024
mni.m.d,43,1.1764705882352942
mnw,1266,5.386952711340244
mnw.d,2539,3.2424131409514305
mnw.m,2926,1.6686480229256258
mnw.m.d,6405,1.0311315509158219
mr,30542,13.088692552478918
mr.b,76,3.1920289855072466
mr.d,563,9.615608941711882
mr.m,333715,982.5717663722545
mr.m.b,276,25.66335403726708
mr.m.d,1230,1.8588795419223592
mr.m.q,262,8.850879917184265
mr.m.s,22986,314.6741368533205
mr.q,98,2.020294784580499
mr.s,2851,4.627691138822796
mrj,1354,4.400268064386906
mrj.m,651,1.618989548247332
ms,133052,11.064194850221709
ms.b,432,2.0630110561317654
ms.d,2543,6.634910721373733
ms.m,481052,38.32966557632299
ms.m.b,703,2.098567301316662
ms.m.d,5733,7.476507107033946
ms.m.s,570,2.278474548366406
ms.s,423,3.1910444597906102
mt,3154,3.2261115243394
mt.d,234,13.475475249388294
mt.m,5266,1.4732839997726723
mt.m.d,186,1.1335227272727273
mus,187,36.403030303030306
mus.m,43,4.0
mwl,1452,3.7692498959648386
mwl.m,1034,1.2775495207693905
mx.m,143,4.42521645021645
mx.m.m,64,5.1499999999999995
my,16754,5.600786479433861
my.b,48,1.0
my.d,1381,3.1174752317008934
my.m,89594,6.110082718710813
my.m.b,41,1.1029411764705883
my.m.d,15677,3.114873492198143
my.m.s,163,2.1210801393728222
my.s,135,8.504411764705882
myv,1619,3.448895275621974
myv.m,768,2.426657661136361
mzn,3966,2.629384137864025
mzn.m,6983,3.072433734917098
na,270,4.01283722316331
na.b,44,2.1527777777777777
na.d,498,22.285507246376813
na.m,45,1.0789473684210527
na.m.b,27,2.085714285714286
na.m.d,70,1.4356060606060608
na.m.q,15,1.4444444444444446
na.q,17,1.125
nah,1219,4.062495080310284
nah.b,5,1.0
nah.d,284,12.549923023836067
nah.m,1286,1.2178818878411177
nah.m.b,9,1.75
nah.m.d,224,1.2260375494071147
nap,2337,3.6414159025507584
nap.m,2382,1.425096278450663
nap.m.s,1484,4.0658646447790545
nap.s,819,2.7968408272593845
nds,23152,3.285281880135192
nds-nl,2854,2.8228759550272464
nds-nl.m,2434,1.5584557537315815
nds.b,47,3.7142857142857144
nds.d,2123,5.85741783461257
nds.m,5311,1.270141479074078
nds.m.b,16,1.45
nds.m.d,3161,1.0918062451499222
nds.m.q,16,1.125
nds.q,43,4.388888888888889
ne,13244,3.203741662463706
ne.b,195,3.7447916666666665
ne.d,386,5.941948387260887
ne.m,44085,3.4969711517110906
ne.m.b,546,9.937159657620017
ne.m.d,722,2.507057910583658
new,4592,9.037181562849009
new.m,10672,3.243207612805879
ng,226,8.628416149068324
ng.m,83,5.0
ng.m.m,16,7.428571428571429
nia,1128,6.064997301694233
nia.d,315,7.013597847165622
nia.m,848,1.7654683285148187
nia.m.d,356,3.513966696171569
nl,1092020,162.40329739366436
nl.b,2403,2.3734989226750227
nl.d,39444,131.8945503302373
nl.m,2709280,188.11070883489606
nl.m.b,2335,3.456489105108558
nl.m.d,29037,2.605131674623347
nl.m.m,1399,15.448721884511992
nl.m.n,469,2.937745379469295
nl.m.q,469,2.947050550769507
nl.m.s,6026,2.1671977338618973
nl.m.voy,1306,2.230580181719715
nl.n,942,13.94911469998621
nl.q,654,3.204830732349302
nl.s,2755,2.3456975553055837
nl.voy,1333,2.8851778385712894
nn,20361,3.8680560621221622
nn.d,446,10.962279834962901
nn.m,68996,1.9357125617239561
nn.m.d,293,1.1130434782608696
nn.m.q,237,1.3364996114996115
nn.q,658,1.5411140630317373
no,196670,19.54759212016516
no.b,262,2.4699847742127155
no.d,2233,6.773598444287312
no.m,590395,77.6961799439086
no.m.b,234,1.7622636554621849
no.m.d,4273,1.2738466553778676
no.m.m,89,1.125
no.m.n,112,2.05530303030303
no.m.q,320,2.209989842637869
no.m.s,3763,1.1434947859106825
no.n,392,31.812660082972585
no.q,287,3.0286858974358974
no.s,3004,3.308390023474519
nostalgia,573,2.2523112730623196
nov,1345,4.341078486586526
nov.m,1882,1.427230863376588
nqo,501,9.78449056390233
nqo.m,536,1.8137537392209173
nrm,1668,3.3936137296555056
nrm.m,1293,1.376045251035212
nso,2517,4.405597338796165
nso.m,3290,10.327065365292377
nv,1967,3.5237974210182865
nv.m,1314,1.5340501255863572
ny,946,6.045120580720247
ny.m,361,3.8656521328899243
nyc.m,296,25.09996693121693
nyc.m.m,53,12.142857142857142
nz.m,29,3.3863636363636362
nz.m.m,9,1.5
oc,11387,8.260579270162918
oc.b,69,4.182575757575758
oc.d,1209,9.43373643996246
oc.m,6417,1.2345584137862249
oc.m.b,63,1.3043478260869565
oc.m.d,1990,1.0816384668022063
olo,1523,4.111612294983146
olo.m,646,1.5970249602130595
om,1072,6.053090199786876
om.d,475,9.147107545232545
om.m,2661,6.738052298270954
om.m.d,523,1.0914399092970521
or,6053,2.245657964644292
or.d,391,15.201400335775334
or.m,20616,2.4258622576275584
or.m.d,741,1.9372578915680696
or.m.s,4306,6.066138776717103
or.s,800,1.7947581730349722
os,3489,2.8645614266913646
os.m,1796,1.573681662352884
outreach.m,3972,6.6507986078365855
outreach.m.m,3658,1.7226330180036886
pa,11784,3.831665893828332
pa.b,220,4.707188160676533
pa.d,275,22.429232804232807
pa.m,42604,2.5520039140117987
pa.m.b,395,1.1674947400718858
pa.m.d,278,1.7400398212898214
pa.m.s,7139,2.7231126688007925
pa.s,1368,1.7960635753164167
pag,1358,4.8733550861964465
pag.m,1113,1.42605598947167
pam,3744,8.89216218560728
pam.m,10581,1.246424314374001
pap,2194,4.802649424360665
pap.m,1622,2.453701437893784
pcd,1371,4.228546217489229
pcd.m,1832,1.5045144000742277
pcm,704,9.652862944404434
pcm.m,1252,1.8971314814173734
pdc,1197,6.427016179166781
pdc.m,600,1.8723699190095415
pfl,5286,11.802637509949085
pfl.m,436,1.3749726945765113
pi,853,6.149718961352183
pi.d,17,3.142857142857143
pi.m,2425,1.2403469569379189
pi.m.d,17,4.766666666666667
pih,1050,7.305262990143842
pih.m,986,1.5202836167977407
pl,2011028,203.33778475016084
pl.b,2573,3.289096142443048
pl.d,44550,7.775961631542167
pl.m,4274846,459.5566100239512
pl.m.b,3127,25.369005040632402
pl.m.d,66035,7.304294129110553
pl.m.m,1039,1.1747891029429167
pl.m.n,1503,1.5491190508346815
pl.m.q,10534,7.645687445801229
pl.m.s,130407,2.2239328102933347
pl.m.voy,3011,1.7952325816639645
pl.n,4449,14.638579524933169
pl.q,8029,4.352897066164425
pl.s,13713,2.6017171283697738
pl.voy,1972,2.500038439890365
pms,75468,1.9340370313651971
pms.m,3415,1.2240954605277756
pms.m.s,673,1.225153954251408
pms.s,796,3.0928223176721854
pnb,72838,11.183061244015263
pnb.d,291,5.339111063454998
pnb.m,43151,1.3374159915872041
pnb.m.d,297,1.5617833312082963
pnt,1283,9.551682196809422
pnt.m,769,1.554353509718166
ps,4750,2.572869789485162
ps.b,60,1.48
ps.d,296,9.892988015110777
ps.m,10778,2.1902862521011404
ps.m.b,24,1.6923076923076923
ps.m.d,738,4.466056488171163
ps.m.voy,135,2.7316017316017316
ps.voy,609,5.729284760422868
pt,2118150,245.41570570187386
pt.b,4766,3.681106781188618
pt.d,6977,4.324166086225621
pt.m,5132197,1034.094629813578
pt.m.b,6817,3.1943815842874757
pt.m.d,13615,4.323801827430914
pt.m.m,45,1.6238095238095238
pt.m.n,1518,3.305738389825328
pt.m.q,2629,2.6318985132424104
pt.m.s,25167,2.3637766159149436
pt.m.v,4535,16.948585541334985
pt.m.voy,1671,2.8881672963047484
pt.n,3000,29.6686802959531
pt.q,1927,3.6031455421213567
pt.s,5420,2.2254782882306077
pt.v,2789,62.82044318977776
pt.voy,1282,2.6072777172501462
pwn,282,18.74616977225673
pwn.m,116,3.1996753246753245
qu,5255,1.993985082145461
qu.b,25,2.533333333333333
qu.d,170,21.340579710144926
qu.m,2182,1.2906609799585929
qu.m.b,49,1.0441176470588236
qu.m.d,74,1.2071428571428573
qu.m.q,12,1.3333333333333333
qu.q,46,5.117647058823529
rm,4321,4.1608452103767455
rm.b,12,2.5
rm.d,36,4.861111111111111
rm.m,590,3.1927309244700184
rm.m.b,5,3.6666666666666665
rm.m.d,11,7.125
rmy,6593,9020.847753423855
rmy.m,292,1.9147472093124267
rn,562,11.88778280897846
rn.d,13,1.5
rn.m,218,2.067980916374111
rn.m.d,9,2.5
ro,217938,10.17403662363371
ro.b,642,2.6318538397664217
ro.d,4239,10.981745032054759
ro.m,789433,46.494865357106356
ro.m.b,538,2.9385508511801617
ro.m.d,9764,3.2642362957850026
ro.m.n,117,2.25
ro.m.q,394,5.816732635083019
ro.m.s,5228,7.025963240412292
ro.m.voy,963,7.32914877795679
ro.n,382,36.35781080628569
ro.q,267,3.089503615071797
ro.s,2630,1.8557258949628996
ro.voy,895,19.07078936900447
roa-rup,771,6.064229385100441
roa-rup.d,153,15.920021645021647
roa-rup.m,445,3.304031688240577
roa-rup.m.d,47,1.3055555555555556
roa-tara,1821,3.7552296552972093
roa-tara.m,1298,1.6309169155913907
rs.m,224,3.596390514247657
rs.m.m,214,1.8817640692640694
ru,7413282,483.47167212454383
ru.b,6978,5.931074718109213
ru.d,156545,7.067130259693681
ru.m,17980898,762.002865987091
ru.m.b,6088,8.478782539489467
ru.m.d,671308,50.76205586194005
ru.m.m,1359,1.7564259043160375
ru.m.n,41723,45.53406927321358
ru.m.q,27355,13.320646128210429
ru.m.s,162717,8.012407173866817
ru.m.v,1465,6.918723656348406
ru.m.voy,6682,3.098438437755212
ru.n,37576,14.568734692467558
ru.q,13470,2.9771154507156257
ru.s,31276,3.088519999302905
ru.v,1220,3.355819612218561
ru.voy,5218,6.970241236283844
rue,15338,3.289281326538537
rue.m,9261,1.7871002482802443
rw,3075,4.614116268507926
rw.d,216,18.873214285714287
rw.m,6267,4.70622349566215
rw.m.d,58,1.32375
sa,4672,4.394061105952802
sa.b,191,2.4731646825396827
sa.d,1352,3.136751398169718
sa.m,21732,7.000623561968623
sa.m.b,684,11.640861211028165
sa.m.d,5115,9.268533161388053
sa.m.q,674,6.031988192932213
sa.m.s,23996,6.583354179379175
sa.q,415,1.781250958369247
sa.s,4292,10.62482738502976
sah,3820,2.9922536828162407
sah.m,2710,1.793324444792827
sah.m.q,79,1.5210884353741496
sah.m.s,530,3.325254819480621
sah.q,80,2.0113636363636362
sah.s,384,3.454042715484363
sat,3419,3.7607854919791968
sat.m,6039,2.734340127426341
sc,2872,3.5114472581047482
sc.d,70,6.282608695652174
sc.m,1278,2.0071133739368086
sc.m.d,40,1.1
scn,4425,2.302613207795913
scn.d,645,9.120016643905029
scn.m,5879,1.3143639692682665
scn.m.d,4172,3.382646375497284
sco,13589,2.700226461334088
sco.m,47334,1.953042942162508
sd,7062,2.5421062753391737
sd.d,230,16.863773148148148
sd.m,14081,1.5393453752162882
sd.m.d,145,1.2380952380952381
sd.m.n,61,1.64375
sd.n,227,7.455580357142857
se,12028,2.919050395238562
se.b,46,4.421875
se.m,3156,1.9221876925672152
se.m.b,21,2.1538461538461537
se.m.m,3032,1.2181137409605582
sg,648,12.40790616085873
sg.d,2082,5.699223304274933
sg.m,160,2.640575396825397
sg.m.d,2442,1.1398534993543894
sh,50068,3.3448739447222398
sh.d,2321,4.572002725503637
sh.m,111799,5.894543864947121
sh.m.d,4712,1.2909754200649626
shi,906,4.84169524232344
shi.m,508,1.9697840691942325
shn,4145,2.8729643451500344
shn.b,505,1.914732518141315
shn.d,1659,8.01159649327388
shn.m,10972,1.1751405098590748
shn.m.b,1454,1.2895189848514657
shn.m.d,3496,1.0944815556959144
shn.m.voy,616,1.4666459612199163
shn.voy,392,28.71273573318216
shy.d,164,3.006916099773243
shy.m.d,91,1.1428571428571428
si,15326,7.657535335799168
si.b,889,1.3476393307405534
si.d,688,5.4765432016848585
si.m,74490,6.55220936902619
si.m.b,1866,2.058541858212211
si.m.d,7569,2.572065439474543
simple,355431,2582.5596484877756
simple.b,13418,2230.633693176973
simple.d,4910,3.1652962981452144
simple.m,401932,37.36529401791969
simple.m.b,2077,3.5768102329614395
simple.m.d,13450,1.6660307331421615
simple.m.q,2686,2.3920438116249496
simple.q,1283,1.8143214432980375
sk,120217,19.74623984145007
sk.b,327,3.7746396115961334
sk.d,1256,7.9889638446758005
sk.m,234834,40.61102232178994
sk.m.b,589,11.520004071249192
sk.m.d,1972,1.211613062154719
sk.m.q,1380,39.27234416857897
sk.m.s,1110,3.3828841183664795
sk.q,1082,5.640580884328687
sk.s,294,2.466741879724482
skr,6109,5.421768158605805
skr.d,733,11.858270641389192
skr.m,542,1.8666630561560902
skr.m.d,1160,1.2726192726122572
sl,70277,4.320970552925295
sl.b,164,3.8970496894409936
sl.d,795,10.364342083450193
sl.m,187924,4.132693622036617
sl.m.b,109,1.1392906336088153
sl.m.d,1233,6.156826297499804
sl.m.q,633,2.640478431032919
sl.m.s,14752,1.185193650306359
sl.m.v,143,1.5108695652173914
sl.q,438,2.084894003055768
sl.s,1930,2.223400725263489
sl.v,203,3.3350202333897987
sm,927,5.753769224603926
sm.d,301,12.14061261628397
sm.m,388,1.731427513236976
sm.m.d,246,1.0821946169772256
smn,8747,3.005699549921147
smn.m,2280,1.7501534157925596
sn,2748,3.674785985066376
sn.d,83,9.66005291005291
sn.m,5268,1.879732339373677
sn.m.d,29,3.977272727272727
so,4935,17.693366266233753
so.d,597,8.636048339315927
so.m,19032,268.6830275541857
so.m.d,137,1.1458333333333333
species.m,40965,11.839801054001734
species.m.m,76496,5.762664528450965
sq,24404,2.6089193711774477
sq.b,511,2.68838928099764
sq.d,716,6.768762624637145
sq.m,86062,4.778445619556519
sq.m.b,791,2.0467199040360806
sq.m.d,1326,1.2861887446800264
sq.m.n,526,1.339423076923077
sq.m.q,407,6.427642283316705
sq.n,300,55.51480429292929
sq.q,176,1.9890376984126983
sr,135046,4.140299629282399
sr.b,417,2.4282395184635512
sr.d,6928,3.7909837324394857
sr.m,525067,30.198924464574134
sr.m.b,381,1.7736129757052217
sr.m.d,101173,1.80881098227144
sr.m.n,1769,1.1482319729905723
sr.m.q,819,1.8399036535292645
sr.m.s,25976,2.275573377648486
sr.n,1219,4.749555161791942
sr.q,1019,1.6098580641309337
sr.s,2655,2.0335333307739516
srn,515,8.980220851024459
srn.m,653,7.697282534246366
ss,571,10.845740577997798
ss.d,289,7.871523538190205
ss.m,275,4.794927757427757
ss.m.d,51,3.8923076923076922
st,571,12.334535705001672
st.d,202,20.180026455026457
st.m,520,47.90877889167363
st.m.d,146,3.783448650115317
stq,1247,4.717918786650565
stq.m,400,2.324019864151443
strategy.m,8787,242.19836692236026
strategy.m.m,23808,2781.430061771604
su,6126,2.5031348521334413
su.b,68,7.305555555555555
su.d,316,22.99404761904762
su.m,17220,5.808415883232319
su.m.b,19,1.1363636363636365
su.m.d,211,1.2302975735748845
su.m.q,716,3.018097416503098
su.m.s,978,9.992615342529492
su.q,104,1.7770219198790627
su.s,572,3.1485865333385274
sv,447075,55.096923230343656
sv.b,845,2.889210081800105
sv.d,11307,3.488254134605178
sv.m,1686097,433.5198536782638
sv.m.b,577,2.432712912663781
sv.m.d,23356,1.8573619680114877
sv.m.n,194,1.3292641325536063
sv.m.q,903,1.5954048464474917
sv.m.s,7257,1.6060259708167568
sv.m.v,121,2.8380411255411255
sv.m.voy,1061,1.796197035603183
sv.n,1158,11.080051472262559
sv.q,530,2.817386081840416
sv.s,4124,2.62596614024597
sv.v,275,5.785768398268399
sv.voy,883,7.6107943641859706
sw,14597,2.6584024208003094
sw.b,52,2.003267973856209
sw.d,664,7.042824121563366
sw.m,84398,10.962344804251655
sw.m.b,32,1.5444444444444443
sw.m.d,2164,2.851968717432524
szl,3488,3.0527580235157417
szl.m,2823,1.3792971832381224
szy,870,6.7581266210270785
szy.m,539,1.31715848133119
ta,51573,3.077107549022618
ta.b,312,3.054446248196248
ta.d,5489,5.054527029509328
ta.m,338424,9.474284917054677
ta.m.b,708,2.8708495552980104
ta.m.d,24058,4.240206729684022
ta.m.n,1066,1.383969696474919
ta.m.q,964,11.524786990739877
ta.m.s,97650,23.778547211411247
ta.n,1016,23.569317233162025
ta.q,348,2.63883806008806
ta.s,6223,3.3709816074767427
tay,558,6.259391690700734
tay.m,228,2.450351901766996
tcy,1741,5.752686793495417
tcy.m,4082,2.325320062942517
te,28537,20.809256390864277
te.b,147,2.5418737060041408
te.d,2961,5.66042893950393
te.m,211499,15.864120613061885
te.m.b,550,3.8326037671335658
te.m.d,12346,2.187683672202454
te.m.q,376,1.9262766611112199
te.m.s,41088,8.761284324342588
te.q,259,2.9832070707070706
te.s,3726,3.1563698556172564
ten,16577,21563.35600522502
ten.m,62,1.458994708994709
test,745,12.782287195582432
test.m,189,14.900847653096529
test2,6045,1530.8790711524653
test2.m,13653,4352.40489397933
tet,987,6.47085819251683
tet.m,765,3.2316657058266407
tg,11482,2.1619328553054324
tg.b,340,1.3239969582074844
tg.d,1683,1.4659287847856168
tg.m,40011,1.8099039260128906
tg.m.b,144,5.989544513457557
tg.m.d,4700,1.0415961364483797
th,432270,18.19908176041701
th.b,2010,3.400675478452092
th.d,7631,3.041750365320995
th.m,1407612,89.0677951531705
th.m.b,5404,24.335108020913296
th.m.d,21376,12.964029857162236
th.m.n,77,1.4603174603174605
th.m.q,819,2.0495734458863883
th.m.s,13987,10.811211054956727
th.n,192,11.135416666666666
th.q,456,1.8658019882594186
th.s,3673,2.7476332196540185
thankyou,56122,365300.7501562095
thankyou.m,679,421.935606060606
ti,560,8.944567007067008
ti.d,173,17.8265873015873
ti.m,267,2.8453571959086665
ti.m.d,43,1.4322916666666667
tk,3016,3.147674070387304
tk.b,42,2.5
tk.d,139,3.5313988095238096
tk.m,7325,5.372439654806396
tk.m.b,28,1.8642857142857143
tk.m.d,117,1.2108695652173913
tk.m.q,19,1.5454545454545454
tk.q,57,2.879166666666667
tl,42143,14.625917794650483
tl.b,408,1.7018116739602247
tl.d,749,5.877384978058328
tl.m,302542,404.76761929012014
tl.m.b,1292,11.551535526922684
tl.m.d,1784,3.6180069823070102
tl.m.q,135,1.471271153089335
tl.q,127,1.6381448412698412
tly,1876,3.521242598671101
tly.m,576,1.6634554818885272
tn,1203,16.4112639857953
tn.d,130,13.620833333333332
tn.m,1486,10.77126556498281
tn.m.d,32,1.5611111111111111
to,948,10.81318966869838
to.d,52,6.454545454545454
to.m,340,2.540184718830552
to.m.d,5,3.0
tpi,1058,5.74205661353468
tpi.d,197,13.978670634920634
tpi.m,1546,1.8275534880785866
tpi.m.d,60,1.4841269841269842
tr,883239,66.62159374844136
tr.b,1473,2.1714933801288425
tr.d,6276,4.0117140380884555
tr.m,3193395,693.151313776338
tr.m.b,1971,2.8790967269301984
tr.m.d,14348,6.187956799088601
tr.m.m,195,1.4599259436215957
tr.m.n,397,1.6809149184149184
tr.m.q,9878,14.531483483558562
tr.m.s,20470,4.371304691220072
tr.m.voy,638,1.5535963748807402
tr.n,560,12.64301359188059
tr.q,3447,3.1419038756301165
tr.s,3595,2.4690383404631064
tr.voy,561,15.784284427657274
trv,500,9.077817321567322
trv.m,144,1.9162055335968378
ts,871,6.684356458173149
ts.d,203,16.070138888888888
ts.m,1293,26.84788003932884
ts.m.d,35,1.5147058823529411
tt,12768,2.4385326484983727
tt.b,356,3.0040979853479857
tt.d,600,12.19636196893962
tt.m,6637,1.7899271875602327
tt.m.b,278,5.2872070911544595
tt.m.d,143,1.2944444444444445
tt.m.q,140,1.1234217171717171
tt.q,42,4.5
tum,3057,3.7118923554312837
tum.m,4787,1.3133975551168
tw,1202,8.05079530787908
tw.d,21,1.0461538461538462
tw.m,376,2.1843637539361223
tw.m.d,2,1.0
ty,662,6.169894557645055
ty.m,209,2.285309829059829
tyv,869,5.46003625630168
tyv.m,310,1.5116497686030934
ua.m,371,2.9011468855218854
ua.m.m,2422,256.37093106167146
udm,1566,3.606246799950414
udm.m,690,1.9786013697535731
ug,2287,3.642327760330838
ug.b,74,1.2606060606060607
ug.d,223,16.206207912457913
ug.m,824,2.2518693170141426
ug.m.b,35,1.3125
ug.m.d,72,1.1578947368421053
ug.m.q,61,1.3868421052631579
ug.q,49,2.276190476190476
uk,636659,12.47317963072583
uk.b,964,2.4285874207611458
uk.d,3765,6.05498903127654
uk.m,1476299,20.398499954648344
uk.m.b,313,1.9390397042570957
